Date,Time,Temp,Weather,Wind,Humidity,Visibility,Barometer
2014-10-05,5:00 PM,12,Partly sunny.,28,0.51,24,100.67
2014-10-05,6:00 PM,11,Broken clouds.,26,0.54,24,100.7
2014-10-05,7:00 PM,11,Broken clouds.,19,0.5,24,100.77
2014-10-05,8:00 PM,10,Partly cloudy.,22,0.58,24,100.87
2014-10-05,9:00 PM,10,Partly cloudy.,13,0.58,24,100.9
2014-10-05,10:00 PM,10,Partly cloudy.,13,0.62,24,100.92
2014-10-05,11:00 PM,10,Partly cloudy.,13,0.62,24,100.88
2014-10-06,12:00 AM,10,Passing clouds.,13,0.62,24,100.86
2014-10-06,1:00 AM,11,Passing clouds.,15,0.62,24,100.79
2014-10-06,2:00 AM,10,Sprinkles. Mostly cloudy.,22,0.71,24,100.8
2014-10-06,3:00 AM,10,Sprinkles. Mostly cloudy.,19,0.76,24,100.75
2014-10-06,4:00 AM,10,Sprinkles. Passing clouds.,11,0.76,24,100.69
2014-10-06,5:00 AM,10,Partly cloudy.,7,0.76,24,100.67
2014-10-06,6:00 AM,10,Sprinkles. Overcast.,13,0.82,24,100.69
2014-10-06,7:00 AM,10,Mostly cloudy.,9,0.88,24,100.67
2014-10-06,8:00 AM,11,Sprinkles. Mostly cloudy.,11,0.82,24,100.7
2014-10-06,9:00 AM,11,Sprinkles. Partly sunny.,6,0.88,24,100.7
2014-10-06,10:00 AM,14,Partly sunny.,20,0.67,24,100.73
2014-10-06,11:00 AM,14,Broken clouds.,20,0.67,24,100.75
2014-10-06,12:00 PM,14,Partly sunny.,17,0.72,24,100.7
2014-10-06,1:00 PM,16,Broken clouds.,17,0.63,24,100.71
2014-10-06,2:00 PM,16,Broken clouds.,28,0.63,24,100.64
2014-10-06,3:00 PM,16,Partly sunny.,26,0.63,24,100.61
2014-10-06,4:00 PM,16,Partly sunny.,28,0.63,24,100.63
2014-10-06,5:00 PM,16,Partly sunny.,19,0.63,24,100.64
2014-10-06,6:00 PM,16,Overcast.,13,0.68,24,100.63
2014-10-06,7:00 PM,15,Overcast.,13,0.77,24,100.62
2014-10-06,8:00 PM,15,Overcast.,24,0.68,24,100.58
2014-10-06,9:00 PM,15,Partly cloudy.,17,0.72,24,100.59
2014-10-06,10:00 PM,14,Passing clouds.,22,0.82,24,100.56
2014-10-06,11:00 PM,14,Sprinkles. Passing clouds.,17,0.88,19,100.55
2014-10-07,12:00 AM,12,Sprinkles. Passing clouds.,19,0.82,24,100.61
2014-10-07,1:00 AM,12,Passing clouds.,13,0.88,24,100.62
2014-10-07,2:00 AM,11,Passing clouds.,11,0.88,24,100.62
2014-10-07,3:00 AM,12,Partly cloudy.,11,0.82,24,100.58
2014-10-07,4:00 AM,12,Passing clouds.,17,0.82,24,100.65
2014-10-07,5:00 AM,11,Partly cloudy.,11,0.82,24,100.69
2014-10-07,6:00 AM,11,Partly cloudy.,11,0.82,24,100.73
2014-10-07,6:03 AM,11,Sprinkles. Passing clouds.,13,0.82,24,100.74
2014-10-07,7:00 AM,11,Scattered showers. Passing clouds.,7,0.82,24,100.75
2014-10-07,8:00 AM,12,Sprinkles. Partly cloudy.,13,0.82,24,100.82
2014-10-07,9:00 AM,12,Scattered showers. Broken clouds.,13,0.88,16,100.87
2014-10-07,10:00 AM,14,Broken clouds.,17,0.82,24,100.92
2014-10-07,11:00 AM,14,Partly sunny.,20,0.77,24,100.94
2014-10-07,12:00 PM,15,Partly sunny.,24,0.72,24,100.9
2014-10-07,1:00 PM,17,Partly sunny.,19,0.59,24,100.87
2014-10-07,2:00 PM,17,Broken clouds.,28,0.52,24,100.82
2014-10-07,3:00 PM,17,Partly sunny.,28,0.49,24,100.81
2014-10-07,4:00 PM,16,Partly sunny.,17,0.63,24,100.8
2014-10-07,5:00 PM,14,Sprinkles. Mostly cloudy.,11,0.77,24,100.75
2014-10-07,6:00 PM,13,Sprinkles. Mostly cloudy.,9,0.82,19,100.76
2014-10-07,7:00 PM,11,Sprinkles. Fog.,13,0.94,6,100.69
2014-10-07,8:00 PM,11,Sprinkles. Fog.,9,0.94,10,100.67
2014-10-07,9:00 PM,11,Sprinkles. Fog.,7,1,10,100.63
2014-10-07,10:00 PM,11,Sprinkles. Fog.,9,1,6,100.59
2014-10-07,11:00 PM,11,Sprinkles. Fog.,7,1,10,100.53
2014-10-08,12:00 AM,11,Fog.,4,1,10,100.5
2014-10-08,1:00 AM,12,Fog.,7,0.94,10,100.43
2014-10-08,2:00 AM,12,Fog.,9,0.94,10,100.42
2014-10-08,3:00 AM,11,Fog.,15,1,10,100.42
2014-10-08,4:00 AM,11,Partly cloudy.,17,0.94,19,100.4
2014-10-08,5:00 AM,11,Partly cloudy.,17,0.88,19,100.43
2014-10-08,6:00 AM,10,Passing clouds.,17,0.94,19,100.49
2014-10-08,7:00 AM,10,Passing clouds.,19,0.88,24,100.55
2014-10-08,8:00 AM,11,Passing clouds.,17,0.88,24,100.59
2014-10-08,9:00 AM,11,Passing clouds.,17,0.88,24,100.65
2014-10-08,10:00 AM,13,Partly sunny.,26,0.72,24,100.66
2014-10-08,11:00 AM,14,Scattered clouds.,35,0.51,24,100.68
2014-10-08,12:00 PM,13,Scattered clouds.,48,0.44,24,100.76
2014-10-08,1:00 PM,13,Partly sunny.,33,0.47,24,100.85
2014-10-08,2:00 PM,11,Partly sunny.,43,0.5,24,100.88
2014-10-08,3:00 PM,11,Overcast.,39,0.5,24,100.95
2014-10-08,4:00 PM,10,Partly sunny.,33,0.58,24,101.03
2014-10-08,5:00 PM,10,Partly sunny.,28,0.58,24,101.08
2014-10-08,6:00 PM,11,Partly sunny.,26,0.5,24,101.11
2014-10-08,7:00 PM,11,Overcast.,20,0.5,24,101.13
2014-10-08,8:00 PM,10,Sprinkles. Overcast.,9,0.67,19,101.16
2014-10-08,9:00 PM,10,Mostly cloudy.,9,0.67,24,101.19
2014-10-08,10:00 PM,9,Passing clouds.,13,0.71,24,101.29
2014-10-08,11:00 PM,7,Passing clouds.,9,0.76,24,101.31
2014-10-09,12:00 AM,7,Clear.,11,0.76,24,101.33
2014-10-09,1:00 AM,6,Clear.,11,0.81,24,101.37
2014-10-09,2:00 AM,5,Clear.,9,0.81,24,101.37
2014-10-09,3:00 AM,4,Clear.,11,0.81,24,101.38
2014-10-09,4:00 AM,4,Clear.,9,0.87,24,101.36
2014-10-09,5:00 AM,5,Clear.,9,0.81,24,101.38
2014-10-09,6:00 AM,4,Clear.,11,0.81,24,101.41
2014-10-09,7:00 AM,5,Passing clouds.,15,0.81,24,101.39
2014-10-09,8:00 AM,6,Passing clouds.,17,0.76,24,101.41
2014-10-09,9:00 AM,8,Passing clouds.,17,0.66,24,101.42
2014-10-09,10:00 AM,10,Passing clouds.,24,0.58,24,101.43
2014-10-09,11:00 AM,12,Passing clouds.,32,0.54,24,101.39
2014-10-09,12:00 PM,13,Partly sunny.,37,0.47,24,101.41
2014-10-09,1:00 PM,14,Partly sunny.,32,0.51,24,101.45
2014-10-09,2:00 PM,14,Partly sunny.,43,0.51,24,101.44
2014-10-09,3:00 PM,13,Partly sunny.,37,0.51,24,101.48
2014-10-09,4:00 PM,12,Partly sunny.,35,0.54,24,101.53
2014-10-09,5:00 PM,12,Partly sunny.,32,0.54,24,101.58
2014-10-09,6:00 PM,11,Partly sunny.,22,0.58,24,101.64
2014-10-09,7:00 PM,11,Partly sunny.,26,0.54,24,101.71
2014-10-09,8:00 PM,10,Passing clouds.,15,0.62,24,101.78
2014-10-09,9:00 PM,10,Passing clouds.,15,0.62,24,101.79
2014-10-09,10:00 PM,9,Passing clouds.,17,0.66,24,101.78
2014-10-09,11:00 PM,8,Passing clouds.,13,0.71,24,101.81
2014-10-10,12:00 AM,6,Passing clouds.,11,0.76,24,101.8
2014-10-10,1:00 AM,5,Passing clouds.,11,0.81,24,101.78
2014-10-10,2:00 AM,5,Passing clouds.,13,0.87,24,101.83
2014-10-10,3:00 AM,5,Passing clouds.,13,0.87,24,101.87
2014-10-10,4:00 AM,5,Passing clouds.,11,0.87,24,101.84
2014-10-10,5:00 AM,4,Passing clouds.,9,0.87,24,101.87
2014-10-10,6:00 AM,5,Passing clouds.,13,0.87,24,101.92
2014-10-10,7:00 AM,5,Passing clouds.,11,0.87,24,101.98
2014-10-10,8:00 AM,5,Partly cloudy.,13,0.87,24,101.99
2014-10-10,9:00 AM,8,Broken clouds.,17,0.76,24,102.04
2014-10-10,10:00 AM,9,Broken clouds.,22,0.71,24,102.04
2014-10-10,11:00 AM,11,Broken clouds.,19,0.58,24,102.04
2014-10-10,12:00 PM,12,Partly sunny.,11,0.51,24,102.01
2014-10-10,1:00 PM,12,Partly sunny.,17,0.51,24,101.99
2014-10-10,2:00 PM,13,Partly sunny.,15,0.47,24,101.95
2014-10-10,3:00 PM,13,Partly sunny.,20,0.44,24,101.92
2014-10-10,4:00 PM,13,Partly sunny.,26,0.47,24,101.93
2014-10-10,5:00 PM,12,Partly sunny.,22,0.51,24,101.93
2014-10-10,6:00 PM,11,Partly sunny.,19,0.54,24,101.96
2014-10-10,7:00 PM,10,Broken clouds.,24,0.58,24,102.02
2014-10-10,8:00 PM,9,Passing clouds.,17,0.58,24,102.04
2014-10-10,9:00 PM,8,Partly cloudy.,17,0.66,24,102.06
2014-10-10,10:00 PM,7,Passing clouds.,13,0.71,24,102.06
2014-10-10,11:00 PM,7,Passing clouds.,11,0.71,24,102.08
2014-10-11,12:00 AM,6,Passing clouds.,13,0.76,24,102.08
2014-10-11,1:00 AM,4,Passing clouds.,9,0.87,24,102.04
2014-10-11,2:00 AM,5,Passing clouds.,13,0.81,24,102.04
2014-10-11,3:00 AM,5,Passing clouds.,4,0.81,24,102.04
2014-10-11,4:00 AM,4,Passing clouds.,6,0.81,24,101.99
2014-10-11,5:00 AM,4,Partly cloudy.,6,0.81,24,102.01
2014-10-11,6:00 AM,4,Partly cloudy.,No,0.87,24,102.04
2014-10-11,7:00 AM,5,Passing clouds.,7,0.81,24,102.09
2014-10-11,8:00 AM,5,Passing clouds.,6,0.81,24,102.12
2014-10-11,9:00 AM,7,Scattered clouds.,9,0.76,24,102.16
2014-10-11,10:00 AM,9,Scattered clouds.,11,0.71,24,102.22
2014-10-11,11:00 AM,11,Broken clouds.,19,0.58,24,102.25
2014-10-11,12:00 PM,12,Partly sunny.,13,0.58,24,102.2
2014-10-11,1:00 PM,13,Partly sunny.,19,0.44,24,102.18
2014-10-11,2:00 PM,12,Partly sunny.,22,0.47,24,102.15
2014-10-11,2:51 PM,13,Partly sunny.,11,0.38,24,102.11
2014-10-11,3:00 PM,13,Partly sunny.,15,0.44,24,102.11
2014-10-11,4:00 PM,13,Partly sunny.,22,0.41,24,102.14
2014-10-11,5:00 PM,12,Broken clouds.,19,0.44,24,102.14
2014-10-11,6:00 PM,12,Broken clouds.,22,0.47,24,102.17
2014-10-11,7:00 PM,10,Scattered clouds.,19,0.54,24,102.26
2014-10-11,8:00 PM,9,Passing clouds.,15,0.62,24,102.29
2014-10-11,9:00 PM,9,Clear.,17,0.58,24,102.35
2014-10-11,10:00 PM,7,Clear.,13,0.61,24,102.4
2014-10-11,11:00 PM,6,Passing clouds.,13,0.71,24,102.42
2014-10-12,12:00 AM,5,Passing clouds.,6,0.76,24,102.41
2014-10-12,1:00 AM,4,Clear.,4,0.81,24,102.44
2014-10-12,2:00 AM,5,Clear.,6,0.76,24,102.42
2014-10-12,3:00 AM,4,Clear.,9,0.81,24,102.41
2014-10-12,4:00 AM,2,Clear.,11,0.87,24,102.42
2014-10-12,5:00 AM,2,Clear.,9,0.87,24,102.46
2014-10-12,6:00 AM,3,Clear.,No,0.87,24,102.51
2014-10-12,7:00 AM,3,Passing clouds.,4,0.81,24,102.53
2014-10-12,8:00 AM,3,Passing clouds.,4,0.81,24,102.55
2014-10-12,9:00 AM,6,Passing clouds.,No,0.76,24,102.61
2014-10-12,10:00 AM,8,Passing clouds.,4,0.66,24,102.59
2014-10-12,11:00 AM,10,Passing clouds.,6,0.58,24,102.6
2014-10-12,12:00 PM,11,Passing clouds.,11,0.54,24,102.57
2014-10-12,1:00 PM,11,Passing clouds.,11,0.62,24,102.52
2014-10-12,2:00 PM,12,Passing clouds.,15,0.58,24,102.43
2014-10-12,3:00 PM,12,Passing clouds.,15,0.54,24,102.36
2014-10-12,4:00 PM,12,Passing clouds.,9,0.47,24,102.29
2014-10-12,5:00 PM,12,Passing clouds.,11,0.54,24,102.26
2014-10-12,6:00 PM,11,Passing clouds.,11,0.58,24,102.21
2014-10-12,7:00 PM,9,Passing clouds.,15,0.5,24,102.21
2014-10-12,8:00 PM,8,Clear.,7,0.5,24,102.22
2014-10-12,9:00 PM,7,Clear.,9,0.66,24,102.18
2014-10-12,10:00 PM,6,Clear.,7,0.71,24,102.15
2014-10-12,11:00 PM,7,Passing clouds.,7,0.81,24,102.09
2014-10-13,12:00 AM,6,Passing clouds.,6,0.81,24,102.03
2014-10-13,1:00 AM,6,Passing clouds.,6,0.87,24,101.99
2014-10-13,2:00 AM,5,Passing clouds.,6,0.87,24,101.98
2014-10-13,3:00 AM,5,Passing clouds.,6,0.87,24,101.93
2014-10-13,4:00 AM,7,Overcast.,4,0.87,24,101.91
2014-10-13,5:00 AM,8,Overcast.,No,0.87,24,101.9
2014-10-13,6:00 AM,8,Overcast.,4,0.87,24,101.89
2014-10-13,7:00 AM,9,Overcast.,6,0.87,19,101.86
2014-10-13,8:00 AM,10,Overcast.,7,0.88,24,101.92
2014-10-13,9:00 AM,11,Overcast.,7,0.88,19,101.91
2014-10-13,10:00 AM,12,Low clouds.,11,0.94,16,101.91
2014-10-13,11:00 AM,13,Low clouds.,13,0.88,24,101.88
2014-10-13,11:46 AM,13,Overcast.,11,0.88,24,101.83
2014-10-13,12:00 PM,13,Overcast.,13,0.88,24,101.83
2014-10-13,1:00 PM,15,Overcast.,11,0.82,24,101.77
2014-10-13,1:50 PM,14,Low clouds.,11,0.88,24,101.74
2014-10-13,2:00 PM,15,Low clouds.,11,0.88,19,101.72
2014-10-13,3:00 PM,15,Mostly cloudy.,11,0.88,19,101.72
2014-10-13,4:00 PM,16,Low clouds.,9,0.83,16,101.68
2014-10-13,5:00 PM,15,Overcast.,9,0.88,16,101.66
2014-10-13,6:00 PM,15,Overcast.,9,0.88,19,101.63
2014-10-13,7:00 PM,15,Overcast.,9,0.88,19,101.62
2014-10-13,8:00 PM,15,Overcast.,13,0.88,19,101.61
2014-10-13,9:00 PM,15,Mostly cloudy.,11,0.94,24,101.61
2014-10-13,10:00 PM,16,Partly cloudy.,6,0.88,24,101.58
2014-10-13,11:00 PM,15,Partly cloudy.,7,0.94,24,101.52
2014-10-14,12:00 AM,14,Fog.,4,0.94,24,101.5
2014-10-14,1:00 AM,15,Passing clouds.,9,0.94,24,101.43
2014-10-14,2:00 AM,15,Passing clouds.,9,0.94,24,101.38
2014-10-14,3:00 AM,15,Passing clouds.,11,0.94,16,101.33
2014-10-14,4:00 AM,16,Passing clouds.,15,0.88,16,101.28
2014-10-14,5:00 AM,15,Partly cloudy.,9,0.94,16,101.25
2014-10-14,6:00 AM,15,Passing clouds.,7,0.88,16,101.24
2014-10-14,7:00 AM,15,Passing clouds.,9,0.88,24,101.23
2014-10-14,8:00 AM,16,Passing clouds.,11,0.83,24,101.21
2014-10-14,9:00 AM,17,Partly sunny.,9,0.83,24,101.19
2014-10-14,10:00 AM,19,Partly sunny.,13,0.78,24,101.16
2014-10-14,11:00 AM,20,Partly sunny.,17,0.73,24,101.12
2014-10-14,12:00 PM,21,Broken clouds.,15,0.73,24,101.08
2014-10-14,1:00 PM,21,Light rain. Mostly cloudy.,13,0.73,24,101.06
2014-10-14,2:00 PM,20,Overcast.,7,0.78,24,100.96
2014-10-14,3:00 PM,21,Mostly cloudy.,7,0.73,24,100.9
2014-10-14,4:00 PM,22,Overcast.,7,0.69,24,100.86
2014-10-14,5:00 PM,22,Mostly cloudy.,9,0.69,24,100.82
2014-10-14,6:00 PM,21,More clouds than sun.,13,0.73,24,100.77
2014-10-14,7:00 PM,22,More clouds than sun.,22,0.69,24,100.79
2014-10-14,8:00 PM,21,Sprinkles. Overcast.,19,0.73,24,100.82
2014-10-14,8:49 PM,20,Mostly cloudy.,11,0.78,24,100.8
2014-10-14,9:00 PM,20,Mostly cloudy.,13,0.78,24,100.79
2014-10-14,10:00 PM,20,Mostly cloudy.,9,0.78,24,100.81
2014-10-14,11:00 PM,20,Overcast.,9,0.83,24,100.79
2014-10-14,11:57 PM,20,Sprinkles. Mostly cloudy.,15,0.78,19,100.78
2014-10-15,12:00 AM,21,Sprinkles. Mostly cloudy.,13,0.78,19,100.76
2014-10-15,1:00 AM,19,Sprinkles. Mostly cloudy.,13,0.88,19,100.74
2014-10-15,2:00 AM,19,Sprinkles. Mostly cloudy.,13,0.88,19,100.71
2014-10-15,3:00 AM,19,Sprinkles. Mostly cloudy.,15,0.88,19,100.71
2014-10-15,4:00 AM,18,Sprinkles. Overcast.,13,0.94,16,100.68
2014-10-15,5:00 AM,16,Sprinkles. Mostly cloudy.,17,0.94,16,100.8
2014-10-15,6:00 AM,16,Sprinkles. Overcast.,13,0.94,19,100.87
2014-10-15,6:56 AM,16,Passing clouds.,11,0.94,19,100.88
2014-10-15,7:00 AM,16,Passing clouds.,11,0.88,19,100.88
2014-10-15,8:00 AM,15,Fog.,17,0.94,10,100.94
2014-10-15,9:00 AM,15,More clouds than sun.,17,0.88,24,101.11
2014-10-15,10:00 AM,15,Sprinkles. Cloudy.,6,0.88,13,101.09
2014-10-15,11:00 AM,15,Cloudy.,7,0.88,19,101.09
2014-10-15,12:00 PM,16,Mostly cloudy.,13,0.83,24,101.07
2014-10-15,1:00 PM,16,More clouds than sun.,7,0.83,24,101.1
2014-10-15,2:00 PM,16,Mostly cloudy.,7,0.88,24,101.1
2014-10-15,3:00 PM,16,More clouds than sun.,19,0.88,24,100.85
2014-10-15,4:00 PM,16,Mostly cloudy.,11,0.88,24,100.99
2014-10-15,5:00 PM,16,Mostly cloudy.,9,0.83,24,100.97
2014-10-15,6:00 PM,15,Mostly cloudy.,6,0.88,24,100.93
2014-10-15,7:00 PM,15,Mostly cloudy.,6,0.88,19,101.02
2014-10-15,8:00 PM,15,Partly cloudy.,6,0.88,24,100.98
2014-10-15,9:00 PM,15,Partly cloudy.,13,0.88,24,100.94
2014-10-15,10:00 PM,14,Passing clouds.,7,0.94,16,100.96
2014-10-15,11:00 PM,14,Passing clouds.,9,0.94,16,100.92
2014-10-16,12:00 AM,14,Passing clouds.,6,0.94,13,100.86
2014-10-16,1:00 AM,13,Fog.,4,0.94,8,100.81
2014-10-16,2:00 AM,14,Fog.,7,0.94,8,100.75
2014-10-16,3:00 AM,14,Fog.,7,0.94,8,100.69
2014-10-16,4:00 AM,14,Fog.,4,0.94,6,100.63
2014-10-16,5:00 AM,14,Fog.,6,1,3,100.59
2014-10-16,6:00 AM,14,Fog.,9,1,6,100.58
2014-10-16,7:00 AM,15,Fog.,7,0.94,6,100.59
2014-10-16,8:00 AM,15,Fog.,11,0.94,6,100.57
