Date,Time,Temp,Weather,Wind,Humidity,Visibility,Barometer
2014-12-02,2:00 AM,-8,Passing clouds.,13,0.68,24,103.9
2014-12-02,3:00 AM,-8,Passing clouds.,13,0.58,24,103.88
2014-12-02,4:00 AM,-9,Passing clouds.,17,0.57,24,103.87
2014-12-02,5:00 AM,-10,Passing clouds.,13,0.52,24,103.88
2014-12-02,6:00 AM,-10,Passing clouds.,15,0.62,24,103.85
2014-12-02,7:00 AM,-9,Passing clouds.,19,0.62,24,103.8
2014-12-02,8:00 AM,-8,Partly sunny.,15,0.62,24,103.75
2014-12-02,9:00 AM,-7,Partly sunny.,9,0.68,24,103.63
2014-12-02,9:50 AM,-6,Snow flurries. Low clouds.,15,0.8,4,103.55
2014-12-02,10:00 AM,-6,Snow flurries. Mostly cloudy.,13,0.86,13,103.55
2014-12-02,11:00 AM,-4,Overcast.,26,0.8,24,103.39
2014-12-02,12:04 PM,-4,Light snow. Mostly cloudy.,20,0.86,3,103.21
2014-12-02,12:55 PM,-4,Light snow. Low clouds.,26,0.86,8,103.05
2014-12-02,1:00 PM,-4,Light snow. Low clouds.,20,0.86,5,103.04
2014-12-02,1:53 PM,-5,Light snow. Low clouds.,15,0.86,8,102.91
2014-12-02,2:00 PM,-5,Light snow. Low clouds.,15,0.86,5,102.9
2014-12-02,2:54 PM,-2,More clouds than sun.,19,0.86,13,102.72
2014-12-02,3:00 PM,-2,More clouds than sun.,20,0.86,19,102.69
2014-12-02,4:00 PM,-1,Broken clouds.,24,0.75,24,102.6
2014-12-02,5:00 PM,-2,Light snow. Mostly cloudy.,24,0.93,4,102.47
2014-12-02,6:00 PM,-1,Light snow. Low clouds.,19,0.93,4,102.35
2014-12-02,7:00 PM,-1,Light snow. Mostly cloudy.,17,0.93,6,102.23
2014-12-02,8:00 PM,0,Light snow. Low clouds.,15,0.93,10,102.09
2014-12-02,9:00 PM,1,Drizzle. Fog.,11,0.93,6,102
2014-12-02,10:00 PM,1,Drizzle. Fog.,13,0.93,6,101.9
2014-12-02,11:00 PM,1,Drizzle. Fog.,7,0.93,4,101.83
2014-12-02,11:51 PM,1,Drizzle. Fog.,7,1,2,101.79
2014-12-03,12:00 AM,1,Drizzle. Fog.,9,1,2,101.79
2014-12-03,1:00 AM,1,Drizzle. Fog.,11,0.93,6,101.67
2014-12-03,2:00 AM,1,Fog.,13,0.93,10,101.63
2014-12-03,3:00 AM,1,Fog.,15,0.93,10,101.58
2014-12-03,4:00 AM,1,Fog.,11,0.93,10,101.54
2014-12-03,5:00 AM,1,Drizzle. Fog.,17,0.93,10,101.5
2014-12-03,5:46 AM,1,Fog.,17,0.87,10,101.52
2014-12-03,6:00 AM,1,Fog.,19,0.87,10,101.51
2014-12-03,7:00 AM,1,Light snow. Mostly cloudy.,20,0.87,10,101.54
2014-12-03,8:00 AM,1,Overcast.,20,0.87,13,101.53
2014-12-03,8:45 AM,1,Light snow. Mostly cloudy.,19,0.87,6,101.53
2014-12-03,9:00 AM,1,Light snow. Mostly cloudy.,19,0.87,6,101.51
2014-12-03,10:00 AM,1,Light snow. Cloudy.,19,0.87,10,101.5
2014-12-03,11:00 AM,1,More clouds than sun.,22,0.87,13,101.5
2014-12-03,12:00 PM,2,More clouds than sun.,26,0.81,13,101.42
2014-12-03,1:00 PM,2,Overcast.,37,0.81,18,101.4
2014-12-03,2:00 PM,2,Broken clouds.,43,0.7,24,101.43
2014-12-03,2:54 PM,1,Light snow. Overcast.,33,0.87,3,101.52
2014-12-03,3:00 PM,1,Light snow. Partly sunny.,26,0.87,10,101.51
2014-12-03,4:00 PM,1,Snow flurries. Partly sunny.,32,0.87,6,101.63
2014-12-03,5:00 PM,0,Snow flurries. Mostly cloudy.,28,0.87,10,101.76
2014-12-03,6:00 PM,0,Light snow. Mostly cloudy.,22,0.93,4,101.89
2014-12-03,7:00 PM,0,Passing clouds.,19,0.8,24,101.96
2014-12-03,8:00 PM,0,Passing clouds.,19,0.75,24,102.01
2014-12-03,9:00 PM,0,Passing clouds.,22,0.69,24,102.1
2014-12-03,10:00 PM,0,Passing clouds.,24,0.69,24,102.21
2014-12-03,11:00 PM,0,Passing clouds.,30,0.64,24,102.27
2014-12-04,12:00 AM,-1,Passing clouds.,22,0.59,24,102.32
2014-12-04,1:00 AM,-2,Passing clouds.,26,0.64,24,102.36
2014-12-04,2:00 AM,-3,Passing clouds.,19,0.69,24,102.46
2014-12-04,3:00 AM,-3,Passing clouds.,19,0.69,24,102.51
2014-12-04,4:00 AM,-5,Passing clouds.,9,0.8,24,102.59
2014-12-04,5:00 AM,-5,Passing clouds.,11,0.8,24,102.63
2014-12-04,6:00 AM,-5,Passing clouds.,11,0.8,24,102.75
2014-12-04,7:00 AM,-5,Passing clouds.,17,0.8,24,102.87
2014-12-04,8:00 AM,-5,Partly sunny.,13,0.8,24,102.94
2014-12-04,9:00 AM,-2,Partly sunny.,17,0.64,24,103.01
2014-12-04,10:00 AM,-1,Partly sunny.,19,0.59,24,103.09
2014-12-04,11:00 AM,-1,Partly sunny.,22,0.55,24,103.13
2014-12-04,12:00 PM,0,Broken clouds.,17,0.51,24,103.08
2014-12-04,1:00 PM,1,Partly sunny.,20,0.48,24,103.05
2014-12-04,2:00 PM,-1,Partly sunny.,19,0.59,24,103.09
2014-12-04,3:00 PM,-2,Scattered clouds.,11,0.64,24,103.1
2014-12-04,4:00 PM,-2,Partly sunny.,9,0.64,24,103.14
2014-12-04,5:00 PM,-2,Passing clouds.,13,0.64,24,103.17
2014-12-04,6:00 PM,-2,Passing clouds.,11,0.64,24,103.21
2014-12-04,7:00 PM,-3,Passing clouds.,15,0.59,24,103.24
2014-12-04,8:00 PM,-3,Passing clouds.,11,0.54,24,103.28
2014-12-04,9:00 PM,-3,Mostly cloudy.,13,0.59,24,103.27
2014-12-04,10:00 PM,-3,Mostly cloudy.,15,0.64,24,103.25
2014-12-04,11:00 PM,-3,Overcast.,11,0.64,24,103.26
2014-12-05,12:00 AM,-3,Overcast.,11,0.69,24,103.28
2014-12-05,1:00 AM,-3,Partly cloudy.,9,0.69,24,103.2
2014-12-05,2:00 AM,-3,Passing clouds.,9,0.69,24,103.22
2014-12-05,3:00 AM,-3,Passing clouds.,9,0.74,24,103.18
2014-12-05,4:00 AM,-3,Overcast.,9,0.74,24,103.14
2014-12-05,5:00 AM,-3,Overcast.,11,0.8,24,103.12
2014-12-05,6:00 AM,0,Overcast.,17,0.75,24,103.06
2014-12-05,7:00 AM,-2,Passing clouds.,13,0.8,24,103.01
2014-12-05,8:00 AM,-2,Mostly cloudy.,7,0.8,24,102.96
2014-12-05,9:00 AM,1,Overcast.,7,0.75,19,102.95
2014-12-05,10:00 AM,1,Overcast.,15,0.81,24,102.93
2014-12-05,11:00 AM,2,Overcast.,15,0.7,24,102.84
2014-12-05,12:00 PM,2,Mostly cloudy.,9,0.7,24,102.72
2014-12-05,1:00 PM,3,Broken clouds.,11,0.65,24,102.6
2014-12-05,2:00 PM,3,Mostly cloudy.,11,0.6,24,102.52
2014-12-05,3:00 PM,2,Mostly cloudy.,7,0.7,24,102.54
2014-12-05,4:00 PM,2,More clouds than sun.,7,0.7,24,102.52
2014-12-05,5:00 PM,2,Overcast.,7,0.7,19,102.49
2014-12-05,6:00 PM,2,Mostly cloudy.,6,0.7,19,102.47
2014-12-05,7:00 PM,2,Mostly cloudy.,7,0.75,19,102.5
2014-12-05,8:00 PM,2,Mostly cloudy.,7,0.75,19,102.5
2014-12-05,9:00 PM,2,Mostly cloudy.,6,0.81,19,102.45
2014-12-05,10:00 PM,2,Mostly cloudy.,No,0.81,19,102.43
2014-12-05,11:00 PM,2,Passing clouds.,4,0.81,19,102.38
2014-12-06,12:00 AM,2,Mostly cloudy.,9,0.81,19,102.41
2014-12-06,1:00 AM,2,Mostly cloudy.,4,0.75,19,102.36
2014-12-06,2:00 AM,2,Mostly cloudy.,7,0.75,24,102.36
2014-12-06,3:00 AM,1,Mostly cloudy.,11,0.81,24,102.36
2014-12-06,4:00 AM,1,Mostly cloudy.,7,0.81,24,102.35
2014-12-06,5:00 AM,1,Overcast.,13,0.81,24,102.38
2014-12-06,6:00 AM,1,Overcast.,15,0.81,24,102.4
2014-12-06,7:00 AM,2,Overcast.,15,0.75,16,102.44
2014-12-06,8:00 AM,2,More clouds than sun.,11,0.75,13,102.53
2014-12-06,9:00 AM,2,Overcast.,11,0.75,13,102.58
2014-12-06,10:00 AM,3,Mostly cloudy.,20,0.75,13,102.62
2014-12-06,11:00 AM,4,Mostly cloudy.,22,0.7,19,102.67
2014-12-06,12:00 PM,4,Partly sunny.,24,0.7,24,102.64
2014-12-06,1:00 PM,5,Partly sunny.,22,0.66,24,102.6
2014-12-06,2:00 PM,5,Broken clouds.,24,0.61,24,102.64
2014-12-06,3:00 PM,4,Partly sunny.,33,0.52,24,102.75
2014-12-06,4:00 PM,4,Partly sunny.,28,0.52,24,102.89
2014-12-06,5:00 PM,2,Partly cloudy.,28,0.56,24,103.02
2014-12-06,6:00 PM,2,Passing clouds.,22,0.6,24,103.14
2014-12-06,7:00 PM,2,Passing clouds.,20,0.6,24,103.26
2014-12-06,8:00 PM,1,Passing clouds.,19,0.65,24,103.36
2014-12-06,9:00 PM,0,Clear.,17,0.69,24,103.42
2014-12-06,10:00 PM,-1,Clear.,19,0.69,24,103.49
2014-12-06,11:00 PM,-2,Clear.,20,0.64,24,103.52
2014-12-07,12:00 AM,-2,Clear.,15,0.64,24,103.58
2014-12-07,1:00 AM,-3,Clear.,11,0.69,24,103.68
2014-12-07,2:00 AM,-4,Clear.,11,0.74,24,103.76
2014-12-07,3:00 AM,-4,Clear.,19,0.69,24,103.86
2014-12-07,4:00 AM,-5,Clear.,19,0.68,24,103.91
2014-12-07,5:00 AM,-5,Clear.,19,0.63,24,103.92
2014-12-07,6:00 AM,-6,Clear.,17,0.68,24,104
2014-12-07,7:00 AM,-6,Clear.,17,0.68,24,104.09
2014-12-07,8:00 AM,-6,Sunny.,17,0.63,24,104.18
2014-12-07,9:00 AM,-6,Sunny.,22,0.54,24,104.25
2014-12-07,10:00 AM,-4,Sunny.,15,0.46,24,104.3
2014-12-07,11:00 AM,-3,Passing clouds.,11,0.36,24,104.32
2014-12-07,12:00 PM,-2,Scattered clouds.,11,0.37,24,104.19
2014-12-07,1:00 PM,-1,Partly sunny.,6,0.34,24,104.1
2014-12-07,2:00 PM,-2,Partly sunny.,7,0.47,24,104.04
2014-12-07,3:00 PM,-2,Partly sunny.,15,0.55,24,104.01
2014-12-07,4:00 PM,-3,Partly sunny.,11,0.59,24,104.05
2014-12-07,5:00 PM,-4,Passing clouds.,11,0.63,24,104.07
2014-12-07,6:00 PM,-4,Passing clouds.,11,0.69,24,104.04
2014-12-07,7:00 PM,-4,Passing clouds.,11,0.69,24,104
2014-12-07,8:00 PM,-4,Overcast.,11,0.69,24,103.96
2014-12-07,9:00 PM,-3,Overcast.,11,0.69,24,103.9
2014-12-07,10:00 PM,-3,Overcast.,15,0.74,24,103.84
2014-12-07,11:00 PM,-2,Mostly cloudy.,19,0.74,24,103.75
2014-12-08,12:00 AM,-2,Mostly cloudy.,19,0.74,24,103.71
2014-12-08,1:00 AM,-2,Mostly cloudy.,19,0.8,24,103.61
2014-12-08,2:00 AM,-2,Mostly cloudy.,15,0.8,24,103.59
2014-12-08,3:00 AM,-2,Overcast.,20,0.8,24,103.53
2014-12-08,4:00 AM,-2,Overcast.,19,0.8,24,103.47
2014-12-08,5:00 AM,-2,Overcast.,17,0.74,24,103.37
2014-12-08,6:00 AM,-2,Overcast.,13,0.74,24,103.3
2014-12-08,7:00 AM,-2,Overcast.,15,0.64,24,103.24
2014-12-08,8:00 AM,-1,Overcast.,19,0.64,24,103.16
2014-12-08,9:00 AM,0,Overcast.,17,0.69,24,103.11
2014-12-08,10:00 AM,0,Overcast.,19,0.69,24,103.06
2014-12-08,11:00 AM,1,Overcast.,20,0.65,24,102.95
2014-12-08,12:00 PM,2,Overcast.,24,0.52,24,102.77
2014-12-08,1:00 PM,2,Overcast.,17,0.48,24,102.65
2014-12-08,2:00 PM,2,Overcast.,24,0.52,24,102.54
2014-12-08,3:00 PM,2,Mostly cloudy.,20,0.6,24,102.48
2014-12-08,4:00 PM,2,Partly sunny.,17,0.52,24,102.44
2014-12-08,5:00 PM,2,Overcast.,13,0.56,24,102.36
2014-12-08,6:00 PM,3,Overcast.,19,0.56,24,102.33
2014-12-08,7:00 PM,3,Overcast.,15,0.48,24,102.31
2014-12-08,8:00 PM,3,Overcast.,15,0.52,24,102.27
2014-12-08,9:00 PM,3,Overcast.,13,0.6,24,102.24
2014-12-08,10:00 PM,3,Overcast.,13,0.65,24,102.21
2014-12-08,11:00 PM,3,Mostly cloudy.,15,0.7,24,102.19
2014-12-09,12:00 AM,3,Mostly cloudy.,13,0.7,24,102.18
2014-12-09,1:00 AM,3,Mostly cloudy.,13,0.75,24,102.13
2014-12-09,2:00 AM,3,Mostly cloudy.,13,0.75,24,102.12
2014-12-09,3:00 AM,3,Mostly cloudy.,15,0.81,24,102.14
2014-12-09,4:00 AM,3,Overcast.,9,0.81,24,102.1
2014-12-09,5:00 AM,3,Mostly cloudy.,4,0.81,24,102.05
2014-12-09,6:00 AM,3,Light rain. Mostly cloudy.,9,0.87,16,102.11
2014-12-09,6:50 AM,3,Mostly cloudy.,7,0.87,24,102.11
2014-12-09,7:00 AM,3,Mostly cloudy.,7,0.87,24,102.1
2014-12-09,8:00 AM,3,Mostly cloudy.,7,0.87,24,102.09
2014-12-09,9:00 AM,4,Low clouds.,6,0.81,24,102.09
2014-12-09,10:00 AM,4,Low clouds.,7,0.75,24,102.12
2014-12-09,11:00 AM,4,Overcast.,7,0.81,24,102.11
2014-12-09,12:00 PM,4,Overcast.,4,0.75,24,102.01
2014-12-09,1:00 PM,4,Overcast.,9,0.75,24,101.96
2014-12-09,2:00 PM,4,Overcast.,11,0.81,24,101.96
2014-12-09,3:00 PM,4,Drizzle. Overcast.,11,0.81,13,101.98
2014-12-09,4:00 PM,4,Overcast.,7,0.81,11,101.98
2014-12-09,5:00 PM,3,Fog.,15,0.93,10,102.01
2014-12-09,5:45 PM,3,Fog.,11,0.93,10,101.98
2014-12-09,6:00 PM,3,Fog.,11,0.87,10,101.98
2014-12-09,7:00 PM,3,Drizzle. Fog.,15,0.87,10,102.02
2014-12-09,8:00 PM,2,Drizzle. Fog.,20,0.93,10,102.05
2014-12-09,9:00 PM,2,Light rain. Mostly cloudy.,19,0.93,10,102.05
2014-12-09,10:00 PM,2,Light rain. Mostly cloudy.,19,0.87,13,102.07
2014-12-09,11:00 PM,1,Light snow. Low clouds.,24,0.93,13,102.08
2014-12-10,12:00 AM,1,Snow flurries. Mostly cloudy.,24,0.87,16,102.09
2014-12-10,1:00 AM,0,Snow flurries. Mostly cloudy.,22,0.87,16,102.08
2014-12-10,2:00 AM,0,Snow flurries. Overcast.,24,0.87,16,102.09
2014-12-10,3:00 AM,-1,Snow flurries. Overcast.,30,0.86,19,102.12
2014-12-10,4:00 AM,-1,Overcast.,24,0.8,19,102.11
2014-12-10,5:00 AM,-2,Partly cloudy.,32,0.8,24,102.09
2014-12-10,6:00 AM,-3,Mostly cloudy.,35,0.86,24,102.1
2014-12-10,7:00 AM,-3,Mostly cloudy.,32,0.86,24,102.09
2014-12-10,8:00 AM,-3,Overcast.,35,0.8,19,102.1
2014-12-10,9:00 AM,-4,Overcast.,41,0.8,19,102.08
2014-12-10,10:00 AM,-4,Overcast.,41,0.8,24,102.1
2014-12-10,11:00 AM,-4,Partly sunny.,37,0.8,24,102.03
2014-12-10,12:00 PM,-3,Partly sunny.,41,0.74,24,101.85
2014-12-10,1:00 PM,-4,Partly sunny.,37,0.8,24,101.76
2014-12-10,2:00 PM,-2,Broken clouds.,39,0.69,24,101.67
2014-12-10,3:00 PM,-3,Broken clouds.,37,0.74,24,101.59
2014-12-10,4:00 PM,-3,Partly sunny.,37,0.74,24,101.56
2014-12-10,5:00 PM,-3,Partly cloudy.,35,0.74,24,101.58
2014-12-10,6:00 PM,-3,Passing clouds.,33,0.74,24,101.57
2014-12-10,7:00 PM,-3,Partly cloudy.,33,0.74,24,101.51
2014-12-10,8:00 PM,-3,Passing clouds.,37,0.69,24,101.5
2014-12-10,9:00 PM,-3,Partly cloudy.,30,0.69,24,101.37
2014-12-10,10:00 PM,-4,Passing clouds.,28,0.74,24,101.29
2014-12-10,11:00 PM,-4,Partly cloudy.,33,0.74,24,101.19
2014-12-11,12:00 AM,-4,Mostly cloudy.,22,0.8,24,101.13
2014-12-11,1:00 AM,-3,Mostly cloudy.,30,0.74,24,101.07
2014-12-11,2:00 AM,-4,Light snow. Overcast.,26,0.86,8,101.03
2014-12-11,3:00 AM,-4,Light snow. Ice fog.,28,0.86,2,101.01
2014-12-11,4:00 AM,-4,Light snow. Ice fog.,30,0.86,2,100.96
2014-12-11,5:00 AM,-4,Light snow. Ice fog.,22,0.86,2,100.92
2014-12-11,6:00 AM,-4,Light snow. Ice fog.,26,0.86,1,100.95
2014-12-11,7:00 AM,-5,Snow. Ice fog.,20,0.93,1,101
2014-12-11,8:00 AM,-5,Cold.,28,0.86,1,100.99
2014-12-11,8:49 AM,-5,Light snow. Ice fog.,20,0.86,2,101.03
2014-12-11,9:00 AM,-5,Cold.,17,0.86,2,101.03
2014-12-11,10:00 AM,-6,Cold.,22,0.93,1,101.07
2014-12-11,11:00 AM,-6,Snow. Ice fog.,20,0.93,1,101.06
2014-12-11,12:00 PM,-5,Heavy snow. Ice fog.,22,0.86,0,101.01
2014-12-11,1:00 PM,-5,Light snow. Ice fog.,11,0.93,1,100.98
2014-12-11,2:00 PM,-5,Light snow. Ice fog.,15,0.93,1,100.98
2014-12-11,3:00 PM,-5,Cold.,15,0.93,1,101.03
2014-12-11,4:00 PM,-4,Light snow. Ice fog.,13,0.93,1,101.08
2014-12-11,5:00 PM,-4,Light snow. Ice fog.,6,0.93,10,101.12
2014-12-11,5:51 PM,-3,Light snow. Overcast.,17,0.93,6,101.21
2014-12-11,6:00 PM,-3,Light snow. Overcast.,17,0.93,4,101.21
2014-12-11,7:00 PM,-3,Light snow. Mostly cloudy.,20,0.93,8,101.3
2014-12-11,8:00 PM,-3,Mostly cloudy.,19,0.93,16,101.34
2014-12-11,9:00 PM,-3,Overcast.,17,0.86,19,101.41
2014-12-11,10:00 PM,-3,Mostly cloudy.,17,0.86,19,101.45
2014-12-11,11:00 PM,-3,Low clouds.,15,0.86,19,101.47
2014-12-12,12:00 AM,-3,Mostly cloudy.,22,0.8,24,101.51
2014-12-12,1:00 AM,-4,Mostly cloudy.,15,0.93,19,101.52
2014-12-12,2:00 AM,-3,Overcast.,13,0.86,24,101.59
2014-12-12,3:00 AM,-3,Mostly cloudy.,11,0.86,24,101.66
2014-12-12,4:00 AM,-3,Mostly cloudy.,17,0.86,24,101.68
2014-12-12,5:00 AM,-4,Mostly cloudy.,11,0.93,24,101.71
2014-12-12,6:00 AM,-4,Passing clouds.,15,0.93,24,101.8
2014-12-12,7:00 AM,-3,Mostly cloudy.,11,0.86,24,101.84
2014-12-12,8:00 AM,-3,Overcast.,6,0.86,24,101.87
2014-12-12,9:00 AM,-3,Overcast.,No,0.86,24,101.94
2014-12-12,10:00 AM,-2,Overcast.,No,0.86,24,101.95
2014-12-12,11:00 AM,-1,Overcast.,No,0.8,24,101.99
2014-12-12,12:00 PM,1,Broken clouds.,28,0.75,24,101.93
2014-12-12,1:00 PM,1,Passing clouds.,15,0.75,24,101.91
2014-12-12,2:00 PM,2,Broken clouds.,17,0.56,24,101.89
2014-12-12,3:00 PM,2,Partly sunny.,19,0.44,24,101.91
2014-12-12,4:00 PM,2,Partly sunny.,15,0.6,24,101.91
2014-12-12,5:00 PM,2,Chilly.,17,0.65,24,101.95
2014-12-12,6:00 PM,1,Overcast.,13,0.75,24,102.01
2014-12-12,7:00 PM,2,Overcast.,11,0.75,24,102.04
2014-12-12,8:00 PM,2,Overcast.,17,0.87,24,102.03
2014-12-12,9:00 PM,2,Overcast.,13,0.87,24,102.02
2014-12-12,10:00 PM,2,Overcast.,9,0.87,24,102.04
2014-12-12,11:00 PM,2,Overcast.,13,0.87,16,102.05
2014-12-13,12:00 AM,2,Overcast.,11,0.87,24,102.03
2014-12-13,1:00 AM,2,Overcast.,9,0.81,24,102.01
2014-12-13,2:00 AM,1,Overcast.,13,0.87,24,101.99
2014-12-13,3:00 AM,1,Overcast.,11,0.87,24,101.97
2014-12-13,4:00 AM,1,Overcast.,13,0.87,24,101.94
2014-12-13,5:00 AM,1,Overcast.,17,0.87,24,101.92
2014-12-13,6:00 AM,1,Overcast.,11,0.87,24,101.93
2014-12-13,7:00 AM,1,Overcast.,13,0.93,19,101.94
2014-12-13,8:00 AM,1,Overcast.,17,0.93,13,101.93
2014-12-13,9:00 AM,1,Overcast.,19,0.87,14,101.92
2014-12-13,10:00 AM,1,Fog.,20,0.87,10,101.92
2014-12-13,11:00 AM,1,Fog.,22,0.87,10,101.86
2014-12-13,12:00 PM,1,Overcast.,20,0.87,24,101.76
2014-12-13,1:00 PM,1,Overcast.,19,0.87,24,101.68
2014-12-13,2:00 PM,2,Overcast.,17,0.87,24,101.59
2014-12-13,3:00 PM,2,Overcast.,17,0.87,24,101.59
2014-12-13,4:00 PM,2,Overcast.,19,0.87,14,101.59
2014-12-13,4:45 PM,2,Fog.,17,0.87,10,101.58
2014-12-13,5:00 PM,2,Fog.,17,0.87,10,101.57
2014-12-13,6:00 PM,2,Fog.,17,0.87,10,101.53
2014-12-13,7:00 PM,2,Fog.,15,0.87,10,101.54
2014-12-13,8:00 PM,2,Fog.,17,0.87,10,101.51
2014-12-13,9:00 PM,2,Fog.,13,0.87,10,101.5
2014-12-13,10:00 PM,2,Fog.,11,0.87,10,101.49
2014-12-13,11:00 PM,2,Fog.,6,0.87,10,101.42
2014-12-14,12:00 AM,2,Drizzle. Fog.,6,0.93,8,101.39
2014-12-14,1:00 AM,2,Drizzle. Fog.,7,0.93,5,101.34
2014-12-14,2:00 AM,1,Drizzle. Fog.,7,1,5,101.4
2014-12-14,3:00 AM,2,Drizzle. Fog.,7,0.93,10,101.41
2014-12-14,4:00 AM,2,Drizzle. Fog.,11,0.93,8,101.4
2014-12-14,5:00 AM,2,Drizzle. Fog.,13,0.93,10,101.4
2014-12-14,6:00 AM,2,Fog.,11,0.93,10,101.47
2014-12-14,7:00 AM,2,Drizzle. Overcast.,15,0.93,19,101.52
2014-12-14,8:00 AM,2,Drizzle. Overcast.,11,0.93,11,101.6
2014-12-14,9:00 AM,2,Drizzle. Overcast.,7,0.93,11,101.62
2014-12-14,10:00 AM,2,Drizzle. Overcast.,9,0.93,13,101.65
2014-12-14,11:00 AM,3,Drizzle. Overcast.,7,0.93,13,101.63
2014-12-14,12:00 PM,3,Drizzle. More clouds than sun.,9,0.93,16,101.58
2014-12-14,1:00 PM,4,Drizzle. Overcast.,11,0.87,24,101.56
2014-12-14,2:00 PM,3,Drizzle. Overcast.,11,0.87,19,101.59
2014-12-14,3:00 PM,3,Overcast.,9,0.87,24,101.62
2014-12-14,4:00 PM,3,Overcast.,9,0.93,24,101.65
2014-12-14,5:00 PM,3,Overcast.,9,0.93,24,101.71
2014-12-14,6:00 PM,3,Overcast.,9,0.87,24,101.76
2014-12-14,7:00 PM,3,Overcast.,11,0.87,24,101.8
2014-12-14,7:47 PM,2,Overcast.,7,0.93,24,101.81
2014-12-14,8:00 PM,2,Overcast.,9,0.93,24,101.82
2014-12-14,9:00 PM,3,Overcast.,9,0.87,16,101.83
2014-12-14,10:00 PM,3,Overcast.,7,0.87,24,101.84
2014-12-14,11:00 PM,2,Overcast.,7,0.93,24,101.87
2014-12-15,12:00 AM,3,Overcast.,9,0.87,24,101.87
2014-12-15,12:45 AM,2,Overcast.,6,0.93,24,101.86
2014-12-15,1:00 AM,2,Overcast.,7,0.93,24,101.85
2014-12-15,2:00 AM,2,Overcast.,7,0.93,24,101.86
2014-12-15,3:00 AM,3,Overcast.,No,0.87,24,101.89
2014-12-15,4:00 AM,3,Overcast.,4,0.87,24,101.88
2014-12-15,5:00 AM,2,Overcast.,6,0.93,24,101.9
2014-12-15,6:00 AM,2,Overcast.,6,0.93,24,101.91
2014-12-15,7:00 AM,3,Overcast.,7,0.87,24,101.89
2014-12-15,8:00 AM,3,Low clouds.,4,0.87,24,101.9
2014-12-15,9:00 AM,3,Low clouds.,No,0.93,24,101.94
2014-12-15,10:00 AM,3,Low clouds.,7,0.87,24,101.94
2014-12-15,11:00 AM,3,Low clouds.,6,0.93,16,101.93
2014-12-15,11:47 AM,4,Fog.,6,0.87,10,101.85
2014-12-15,12:00 PM,4,Fog.,6,0.87,10,101.84
2014-12-15,12:46 PM,3,Drizzle. Fog.,9,0.93,3,101.77
2014-12-15,1:00 PM,3,Drizzle. Fog.,7,0.93,2,101.75
2014-12-15,2:00 PM,3,Drizzle. Fog.,11,1,1,101.7
2014-12-15,3:00 PM,3,Drizzle. Fog.,9,1,0,101.72
2014-12-15,4:00 PM,3,Drizzle. Fog.,11,1,0,101.72
2014-12-15,5:00 PM,3,Fog.,7,1,2,101.74
2014-12-15,6:00 PM,3,Drizzle. Fog.,11,1,3,101.73
2014-12-15,7:00 PM,3,Drizzle. Fog.,13,1,1,101.72
2014-12-15,8:00 PM,3,Drizzle. Fog.,15,1,1,101.67
2014-12-15,9:00 PM,3,Drizzle. Fog.,11,1,1,101.62
2014-12-15,10:00 PM,3,Fog.,11,1,0,101.57
2014-12-15,11:00 PM,3,Fog.,7,1,0,101.55
2014-12-16,12:00 AM,3,Fog.,9,1,0,101.53
